Experiment,Item,Condition,Condition_ID,quantifier,scenario,n_quantifier,n_target_objects,shape_noun,color_adjective1_zh,color_adjective2_zh,Sentence_chinese,Expected_answer_zh,list,target_objects,Form_left,colour1_left,n_colour1_left,colour2_left,n_colour2_left,Form_right,colour1_right,n_colour1_right,colour2_right,n_colour2_right,Image,Type
ESQ,18,1,1,less,empty_restrictor,4.0,7.0,square,橙,,小于四个正方形是橙色的吗？,有趣的问题,2,left,heart,orange,0,blue,7,circle,orange,2,blue,5,pic18_empty_restrictor.svg,Trial
ESQ,18,2,2,less,empty_scope,4.0,7.0,square,橙,,小于四个正方形是橙色的吗？,对的,3,left,square,orange,1,blue,6,circle,orange,2,blue,5,pic18_empty_scope.svg,Trial
ESQ,18,3,3,less,small_control,4.0,7.0,square,橙,,小于四个正方形是橙色的吗？,对的,4,left,square,orange,7,blue,0,circle,orange,2,blue,5,pic18_small_control.svg,Trial
ESQ,18,4,4,less,large_control,4.0,7.0,square,橙,,小于四个正方形是橙色的吗？,不对,1,left,square,orange,3,blue,4,circle,orange,2,blue,5,pic18_large_control.svg,Trial
ESQ,18,1,5,more,empty_restrictor,4.0,7.0,square,橙,,超过四个正方形是橙色的吗？,有趣的问题,3,left,heart,orange,0,blue,7,circle,orange,2,blue,5,pic18_empty_restrictor.svg,Trial
ESQ,18,2,6,more,empty_scope,4.0,7.0,square,橙,,超过四个正方形是橙色的吗？,不对,4,left,square,orange,1,blue,6,circle,orange,2,blue,5,pic18_empty_scope.svg,Trial
ESQ,18,3,7,more,small_control,4.0,7.0,square,橙,,超过四个正方形是橙色的吗？,不对,1,left,square,orange,7,blue,0,circle,orange,2,blue,5,pic18_small_control.svg,Trial
ESQ,18,4,8,more,large_control,4.0,7.0,square,橙,,超过四个正方形是橙色的吗？,对的,2,left,square,orange,3,blue,4,circle,orange,2,blue,5,pic18_large_control.svg,Trial
ESQ,18,1,9,every,empty_restrictor,4.0,7.0,square,橙,,每个正方形都是橙色的吗？,有趣的问题,4,left,heart,orange,0,blue,7,circle,orange,2,blue,5,pic18_empty_restrictor.svg,Trial
ESQ,18,2,10,every,empty_scope,4.0,7.0,square,橙,,每个正方形都是橙色的吗？,不对,1,left,square,orange,1,blue,6,circle,orange,2,blue,5,pic18_empty_scope.svg,Trial
ESQ,18,3,11,every,small_control,4.0,7.0,square,橙,,每个正方形都是橙色的吗？,不对,2,left,square,orange,7,blue,0,circle,orange,2,blue,5,pic18_small_control.svg,Trial
ESQ,18,4,12,every,large_control,4.0,7.0,square,橙,,每个正方形都是橙色的吗？,对的,3,left,square,orange,3,blue,4,circle,orange,2,blue,5,pic18_large_control.svg,Trial
ESQ,18,1,13,no,empty_restrictor,4.0,7.0,square,橙,,这不是方橙吗？,有趣的问题,1,left,heart,orange,0,blue,7,circle,orange,2,blue,5,pic18_empty_restrictor.svg,Trial
ESQ,18,2,14,no,empty_scope,4.0,7.0,square,橙,,这不是方橙吗？,对的,2,left,square,orange,1,blue,6,circle,orange,2,blue,5,pic18_empty_scope.svg,Trial
ESQ,18,3,15,no,small_control,4.0,7.0,square,橙,,这不是方橙吗？,不对,3,left,square,orange,7,blue,0,circle,orange,2,blue,5,pic18_small_control.svg,Trial
ESQ,18,4,16,no,large_control,4.0,7.0,square,橙,,这不是方橙吗？,不对,4,left,square,orange,3,blue,4,circle,orange,2,blue,5,pic18_large_control.svg,Trial
ESQ,19,1,1,less,empty_restrictor,4.0,6.0,cross,黄色,,黄色的十字架是否少于4个？,有趣的问题,3,left,circle,yellow,3,pink,3,square,yellow,3,pink,2,pic19_empty_restrictor.svg,Trial
ESQ,19,2,2,less,empty_scope,4.0,6.0,cross,黄色,,黄色的十字架是否少于4个？,对的,4,left,cross,yellow,0,pink,6,square,yellow,3,pink,2,pic19_empty_scope.svg,Trial
ESQ,19,3,3,less,small_control,4.0,6.0,cross,黄色,,黄色的十字架是否少于4个？,对的,1,left,cross,yellow,2,pink,4,square,yellow,3,pink,2,pic19_small_control.svg,Trial
ESQ,19,4,4,less,large_control,4.0,6.0,cross,黄色,,黄色的十字架是否少于4个？,不对,2,left,cross,yellow,6,pink,0,square,yellow,3,pink,2,pic19_large_control.svg,Trial
ESQ,19,1,5,more,empty_restrictor,4.0,6.0,cross,黄色,,是否超过四个十字架是黄色的？,有趣的问题,4,left,circle,yellow,3,pink,3,square,yellow,3,pink,2,pic19_empty_restrictor.svg,Trial
ESQ,19,2,6,more,empty_scope,4.0,6.0,cross,黄色,,是否超过四个十字架是黄色的？,不对,1,left,cross,yellow,0,pink,6,square,yellow,3,pink,2,pic19_empty_scope.svg,Trial
ESQ,19,3,7,more,small_control,4.0,6.0,cross,黄色,,是否超过四个十字架是黄色的？,不对,2,left,cross,yellow,2,pink,4,square,yellow,3,pink,2,pic19_small_control.svg,Trial
ESQ,19,4,8,more,large_control,4.0,6.0,cross,黄色,,是否超过四个十字架是黄色的？,对的,3,left,cross,yellow,6,pink,0,square,yellow,3,pink,2,pic19_large_control.svg,Trial
ESQ,19,1,9,every,empty_restrictor,4.0,6.0,cross,黄色,,每个十字架都是黄色的吗？,有趣的问题,1,left,circle,yellow,3,pink,3,square,yellow,3,pink,2,pic19_empty_restrictor.svg,Trial
ESQ,19,2,10,every,empty_scope,4.0,6.0,cross,黄色,,每个十字架都是黄色的吗？,不对,2,left,cross,yellow,0,pink,6,square,yellow,3,pink,2,pic19_empty_scope.svg,Trial
ESQ,19,3,11,every,small_control,4.0,6.0,cross,黄色,,每个十字架都是黄色的吗？,不对,3,left,cross,yellow,2,pink,4,square,yellow,3,pink,2,pic19_small_control.svg,Trial
ESQ,19,4,12,every,large_control,4.0,6.0,cross,黄色,,每个十字架都是黄色的吗？,对的,4,left,cross,yellow,6,pink,0,square,yellow,3,pink,2,pic19_large_control.svg,Trial
ESQ,19,1,13,no,empty_restrictor,4.0,6.0,cross,黄色,,十字架不是黄色的吗？,有趣的问题,2,left,circle,yellow,3,pink,3,square,yellow,3,pink,2,pic19_empty_restrictor.svg,Trial
ESQ,19,2,14,no,empty_scope,4.0,6.0,cross,黄色,,十字架不是黄色的吗？,对的,3,left,cross,yellow,0,pink,6,square,yellow,3,pink,2,pic19_empty_scope.svg,Trial
ESQ,19,3,15,no,small_control,4.0,6.0,cross,黄色,,十字架不是黄色的吗？,不对,4,left,cross,yellow,2,pink,4,square,yellow,3,pink,2,pic19_small_control.svg,Trial
ESQ,19,4,16,no,large_control,4.0,6.0,cross,黄色,,十字架不是黄色的吗？,不对,1,left,cross,yellow,6,pink,0,square,yellow,3,pink,2,pic19_large_control.svg,Trial
ESQ,20,1,1,less,empty_restrictor,3.0,5.0,heart,粉红,,粉红色的心是否少于三颗？,有趣的问题,4,left,cross,pink,3,grey,2,triangle,pink,3,grey,3,pic20_empty_restrictor.svg,Trial
ESQ,20,2,2,less,empty_scope,3.0,5.0,heart,粉红,,粉红色的心是否少于三颗？,对的,1,left,heart,pink,0,grey,5,triangle,pink,3,grey,3,pic20_empty_scope.svg,Trial
ESQ,20,3,3,less,small_control,3.0,5.0,heart,粉红,,粉红色的心是否少于三颗？,对的,2,left,heart,pink,2,grey,3,triangle,pink,3,grey,3,pic20_small_control.svg,Trial
ESQ,20,4,4,less,large_control,3.0,5.0,heart,粉红,,粉红色的心是否少于三颗？,不对,3,left,heart,pink,5,grey,0,triangle,pink,3,grey,3,pic20_large_control.svg,Trial
ESQ,20,1,5,more,empty_restrictor,3.0,5.0,heart,粉红,,有三个以上的心脏是粉红色的吗？,有趣的问题,1,left,cross,pink,3,grey,2,triangle,pink,3,grey,3,pic20_empty_restrictor.svg,Trial
ESQ,20,2,6,more,empty_scope,3.0,5.0,heart,粉红,,有三个以上的心脏是粉红色的吗？,不对,2,left,heart,pink,0,grey,5,triangle,pink,3,grey,3,pic20_empty_scope.svg,Trial
ESQ,20,3,7,more,small_control,3.0,5.0,heart,粉红,,有三个以上的心脏是粉红色的吗？,不对,3,left,heart,pink,2,grey,3,triangle,pink,3,grey,3,pic20_small_control.svg,Trial
ESQ,20,4,8,more,large_control,3.0,5.0,heart,粉红,,有三个以上的心脏是粉红色的吗？,对的,4,left,heart,pink,5,grey,0,triangle,pink,3,grey,3,pic20_large_control.svg,Trial
ESQ,20,1,9,every,empty_restrictor,3.0,5.0,heart,粉红,,每颗心都是粉红色的吗？,有趣的问题,2,left,cross,pink,3,grey,2,triangle,pink,3,grey,3,pic20_empty_restrictor.svg,Trial
ESQ,20,2,10,every,empty_scope,3.0,5.0,heart,粉红,,每颗心都是粉红色的吗？,不对,3,left,heart,pink,0,grey,5,triangle,pink,3,grey,3,pic20_empty_scope.svg,Trial
ESQ,20,3,11,every,small_control,3.0,5.0,heart,粉红,,每颗心都是粉红色的吗？,不对,4,left,heart,pink,2,grey,3,triangle,pink,3,grey,3,pic20_small_control.svg,Trial
ESQ,20,4,12,every,large_control,3.0,5.0,heart,粉红,,每颗心都是粉红色的吗？,对的,1,left,heart,pink,5,grey,0,triangle,pink,3,grey,3,pic20_large_control.svg,Trial
ESQ,20,1,13,no,empty_restrictor,3.0,5.0,heart,粉红,,心脏不是粉红色的吗？,有趣的问题,3,left,cross,pink,3,grey,2,triangle,pink,3,grey,3,pic20_empty_restrictor.svg,Trial
ESQ,20,2,14,no,empty_scope,3.0,5.0,heart,粉红,,心脏不是粉红色的吗？,对的,4,left,heart,pink,0,grey,5,triangle,pink,3,grey,3,pic20_empty_scope.svg,Trial
ESQ,20,3,15,no,small_control,3.0,5.0,heart,粉红,,心脏不是粉红色的吗？,不对,1,left,heart,pink,2,grey,3,triangle,pink,3,grey,3,pic20_small_control.svg,Trial
ESQ,20,4,16,no,large_control,3.0,5.0,heart,粉红,,心脏不是粉红色的吗？,不对,2,left,heart,pink,5,grey,0,triangle,pink,3,grey,3,pic20_large_control.svg,Trial
DIST,101,1,1,every,psp_violation_target_right,,,Dreieck,紅色,蓝色,每个三角形是红色还是蓝色？,有趣的问题,1;2,left,circle,red,3,blue,4,square,red,2,blue,2,pic101_psp_violation_target_right.svg,Trial
DIST,101,2,2,every,target_target_right,,,Dreieck,紅色,蓝色,每个三角形是红色还是蓝色？,对的,1;2,left,triangle,red,0,blue,7,square,red,2,blue,2,pic101_target_target_right.svg,Trial
DIST,101,3,3,every,true_control_target_right,,,Dreieck,紅色,蓝色,每个三角形是红色还是蓝色？,对的,1;2,left,triangle,red,3,blue,4,square,red,2,blue,2,pic101_true_control_target_right.svg,Trial
DIST,101,4,4,every,false_control_target_right,,,Dreieck,紅色,蓝色,每个三角形是红色还是蓝色？,不对,1;2,left,triangle,red,3,grey,4,square,red,2,grey,2,pic101_false_control_target_right.svg,Trial
DIST,101,1,5,every,psp_violation_target_left,,,Dreieck,紅色,蓝色,每个三角形是蓝色还是红色？,有趣的问题,3;4,left,circle,red,3,blue,4,square,red,2,blue,2,pic101_psp_violation_target_left.svg,Trial
DIST,101,2,6,every,target_target_left,,,Dreieck,紅色,蓝色,每个三角形是蓝色还是红色？,对的,3;4,left,triangle,red,0,blue,7,square,red,2,blue,2,pic101_target_target_left.svg,Trial
DIST,101,3,7,every,true_control_target_left,,,Dreieck,紅色,蓝色,每个三角形是蓝色还是红色？,对的,3;4,left,triangle,red,3,blue,4,square,red,2,blue,2,pic101_true_control_target_left.svg,Trial
DIST,101,4,8,every,false_control_target_left,,,Dreieck,紅色,蓝色,每个三角形是蓝色还是红色？,不对,3;4,left,triangle,red,3,grey,4,square,red,2,grey,2,pic101_false_control_target_left.svg,Trial
DIST,102,1,1,every,psp_violation_target_right,,,Quadrat,橙,绿,每个方块是橙色还是绿色？,有趣的问题,3;4,left,cross,orange,2,green,2,triangle,orange,4,green,4,pic102_psp_violation_target_right.svg,Trial
DIST,102,2,2,every,target_target_right,,,Quadrat,橙,绿,每个方块是橙色还是绿色？,对的,3;4,left,square,orange,0,green,4,triangle,orange,4,green,4,pic102_target_target_right.svg,Trial
DIST,102,3,3,every,true_control_target_right,,,Quadrat,橙,绿,每个方块是橙色还是绿色？,对的,3;4,left,square,orange,2,green,2,triangle,orange,4,green,4,pic102_true_control_target_right.svg,Trial
DIST,102,4,4,every,false_control_target_right,,,Quadrat,橙,绿,每个方块是橙色还是绿色？,不对,3;4,left,square,orange,2,black,2,triangle,orange,4,black,4,pic102_false_control_target_right.svg,Trial
DIST,102,1,5,every,psp_violation_target_left,,,Quadrat,橙,绿,每个方块是绿色还是橙色？,有趣的问题,1;2,left,cross,orange,2,green,2,triangle,orange,4,green,4,pic102_psp_violation_target_left.svg,Trial
DIST,102,2,6,every,target_target_left,,,Quadrat,橙,绿,每个方块是绿色还是橙色？,对的,1;2,left,square,orange,0,green,4,triangle,orange,4,green,4,pic102_target_target_left.svg,Trial
DIST,102,3,7,every,true_control_target_left,,,Quadrat,橙,绿,每个方块是绿色还是橙色？,对的,1;2,left,square,orange,2,green,2,triangle,orange,4,green,4,pic102_true_control_target_left.svg,Trial
DIST,102,4,8,every,false_control_target_left,,,Quadrat,橙,绿,每个方块是绿色还是橙色？,不对,1;2,left,square,orange,2,black,2,triangle,orange,4,black,4,pic102_false_control_target_left.svg,Trial
DIST,103,1,1,every,psp_violation_target_right,,,Herz,蓝绿色,黄色,每颗心是绿松石还是黄色？,有趣的问题,1;2,left,square,turquoise,3,yellow,2,triangle,turquoise,4,yellow,1,pic103_psp_violation_target_right.svg,Trial
DIST,103,2,2,every,target_target_right,,,Herz,蓝绿色,黄色,每颗心是绿松石还是黄色？,对的,1;2,left,heart,turquoise,0,yellow,5,triangle,turquoise,4,yellow,1,pic103_target_target_right.svg,Trial
DIST,103,3,3,every,true_control_target_right,,,Herz,蓝绿色,黄色,每颗心是绿松石还是黄色？,对的,1;2,left,heart,turquoise,3,yellow,2,triangle,turquoise,4,yellow,1,pic103_true_control_target_right.svg,Trial
DIST,103,4,4,every,false_control_target_right,,,Herz,蓝绿色,黄色,每颗心是绿松石还是黄色？,不对,1;2,left,heart,black,3,yellow,2,triangle,black,4,yellow,1,pic103_false_control_target_right.svg,Trial
DIST,103,1,5,every,psp_violation_target_left,,,Herz,蓝绿色,黄色,每颗心是黄色还是绿松石色？,有趣的问题,3;4,left,square,turquoise,3,yellow,2,triangle,turquoise,4,yellow,1,pic103_psp_violation_target_left.svg,Trial
DIST,103,2,6,every,target_target_left,,,Herz,蓝绿色,黄色,每颗心是黄色还是绿松石色？,对的,3;4,left,heart,turquoise,0,yellow,5,triangle,turquoise,4,yellow,1,pic103_target_target_left.svg,Trial
DIST,103,3,7,every,true_control_target_left,,,Herz,蓝绿色,黄色,每颗心是黄色还是绿松石色？,对的,3;4,left,heart,turquoise,3,yellow,2,triangle,turquoise,4,yellow,1,pic103_true_control_target_left.svg,Trial
DIST,103,4,8,every,false_control_target_left,,,Herz,蓝绿色,黄色,每颗心是黄色还是绿松石色？,不对,3;4,left,heart,black,3,yellow,2,triangle,black,4,yellow,1,pic103_false_control_target_left.svg,Trial
DIST,104,1,1,every,psp_violation_target_right,,,Kreuz,粉红,Black,每个十字架是粉红色还是黑色？,有趣的问题,3;4,left,heart,pink,4,black,3,square,pink,4,black,5,pic104_psp_violation_target_right.svg,Trial
DIST,104,2,2,every,target_target_right,,,Kreuz,粉红,Black,每个十字架是粉红色还是黑色？,对的,3;4,left,cross,pink,0,black,7,square,pink,4,black,5,pic104_target_target_right.svg,Trial
DIST,104,3,3,every,true_control_target_right,,,Kreuz,粉红,Black,每个十字架是粉红色还是黑色？,对的,3;4,left,cross,pink,4,black,3,square,pink,4,black,5,pic104_true_control_target_right.svg,Trial
DIST,104,4,4,every,false_control_target_right,,,Kreuz,粉红,Black,每个十字架是粉红色还是黑色？,不对,3;4,left,cross,pink,4,grey,3,square,pink,4,grey,5,pic104_false_control_target_right.svg,Trial
DIST,104,1,5,every,psp_violation_target_left,,,Kreuz,粉红,Black,每个十字架是黑色还是粉色？,有趣的问题,1;2,left,heart,pink,4,black,3,square,pink,4,black,5,pic104_psp_violation_target_left.svg,Trial
DIST,104,2,6,every,target_target_left,,,Kreuz,粉红,Black,每个十字架是黑色还是粉色？,对的,1;2,left,cross,pink,0,black,7,square,pink,4,black,5,pic104_target_target_left.svg,Trial
DIST,104,3,7,every,true_control_target_left,,,Kreuz,粉红,Black,每个十字架是黑色还是粉色？,对的,1;2,left,cross,pink,4,black,3,square,pink,4,black,5,pic104_true_control_target_left.svg,Trial
DIST,104,4,8,every,false_control_target_left,,,Kreuz,粉红,Black,每个十字架是黑色还是粉色？,不对,1;2,left,cross,pink,4,grey,3,square,pink,3,grey,3,pic104_false_control_target_left.svg,Trial
DIST,105,1,1,every,psp_violation_target_right,,,Kreis,Black,灰色,每个圆圈是黑色还是灰色？,有趣的问题,1;2,left,square,black,6,grey,2,triangle,black,4,grey,1,pic105_psp_violation_target_right.svg,Trial
DIST,105,2,2,every,target_target_right,,,Kreis,Black,灰色,每个圆圈是黑色还是灰色？,对的,1;2,left,circle,black,0,grey,8,triangle,black,4,grey,1,pic105_target_target_right.svg,Trial
DIST,105,3,3,every,true_control_target_right,,,Kreis,Black,灰色,每个圆圈是黑色还是灰色？,对的,1;2,left,circle,black,6,grey,2,triangle,black,4,grey,1,pic105_true_control_target_right.svg,Trial
DIST,105,4,4,every,false_control_target_right,,,Kreis,Black,灰色,每个圆圈是黑色还是灰色？,不对,1;2,left,circle,black,6,yellow,2,triangle,black,4,yellow,1,pic105_false_control_target_right.svg,Trial
DIST,105,1,5,every,psp_violation_target_left,,,Kreis,Black,灰色,每个圆圈是灰色还是黑色？,有趣的问题,3;4,left,square,black,6,grey,2,triangle,black,4,grey,1,pic105_psp_violation_target_left.svg,Trial
DIST,105,2,6,every,target_target_left,,,Kreis,Black,灰色,每个圆圈是灰色还是黑色？,对的,3;4,left,circle,black,0,grey,8,triangle,black,4,grey,1,pic105_target_target_left.svg,Trial
DIST,105,3,7,every,true_control_target_left,,,Kreis,Black,灰色,每个圆圈是灰色还是黑色？,对的,3;4,left,circle,black,6,grey,2,triangle,black,4,grey,1,pic105_true_control_target_left.svg,Trial
DIST,105,4,8,every,false_control_target_left,,,Kreis,Black,灰色,每个圆圈是灰色还是黑色？,不对,3;4,left,circle,black,6,yellow,2,triangle,black,4,yellow,1,pic105_false_control_target_left.svg,Trial
DIST,106,1,1,every,psp_violation_target_right,,,Dreieck,黄色,蓝色,每个三角形是黄色还是蓝色？,有趣的问题,3;4,right,square,yellow,2,blue,2,circle,yellow,3,blue,3,pic106_psp_violation_target_right.svg,Trial
DIST,106,2,2,every,target_target_right,,,Dreieck,黄色,蓝色,每个三角形是黄色还是蓝色？,对的,3;4,right,square,yellow,2,blue,2,triangle,yellow,0,blue,6,pic106_target_target_right.svg,Trial
DIST,106,3,3,every,true_control_target_right,,,Dreieck,黄色,蓝色,每个三角形是黄色还是蓝色？,对的,3;4,right,square,yellow,2,blue,2,triangle,yellow,3,blue,3,pic106_true_control_target_right.svg,Trial
DIST,106,4,4,every,false_control_target_right,,,Dreieck,黄色,蓝色,每个三角形是黄色还是蓝色？,不对,3;4,right,square,red,2,blue,2,triangle,red,3,blue,3,pic106_false_control_target_right.svg,Trial
DIST,106,1,5,every,psp_violation_target_left,,,Dreieck,黄色,蓝色,每个三角形是蓝色还是黄色？,有趣的问题,1;2,right,square,yellow,2,blue,2,circle,yellow,3,blue,3,pic106_psp_violation_target_left.svg,Trial
DIST,106,2,6,every,target_target_left,,,Dreieck,黄色,蓝色,每个三角形是蓝色还是黄色？,对的,1;2,right,square,yellow,2,blue,2,triangle,yellow,0,blue,6,pic106_target_target_left.svg,Trial
DIST,106,3,7,every,true_control_target_left,,,Dreieck,黄色,蓝色,每个三角形是蓝色还是黄色？,对的,1;2,right,square,yellow,2,blue,2,triangle,yellow,3,blue,3,pic106_true_control_target_left.svg,Trial
DIST,106,4,8,every,false_control_target_left,,,Dreieck,黄色,蓝色,每个三角形是蓝色还是黄色？,不对,1;2,right,square,red,4,blue,1,triangle,red,3,blue,3,pic106_false_control_target_left.svg,Trial
DIST,107,1,1,every,psp_violation_target_right,,,Quadrat,绿,黄色,每个方块是绿色还是黄色？,有趣的问题,1;2,right,triangle,green,4,yellow,1,circle,green,2,yellow,2,pic107_psp_violation_target_right.svg,Trial
DIST,107,2,2,every,target_target_right,,,Quadrat,绿,黄色,每个方块是绿色还是黄色？,对的,1;2,right,triangle,green,4,yellow,1,square,green,0,yellow,4,pic107_target_target_right.svg,Trial
DIST,107,3,3,every,true_control_target_right,,,Quadrat,绿,黄色,每个方块是绿色还是黄色？,对的,1;2,right,triangle,green,4,yellow,1,square,green,2,yellow,2,pic107_true_control_target_right.svg,Trial
DIST,107,4,4,every,false_control_target_right,,,Quadrat,绿,黄色,每个方块是绿色还是黄色？,不对,1;2,right,triangle,black,4,yellow,1,square,black,2,yellow,2,pic107_false_control_target_right.svg,Trial
DIST,107,1,5,every,psp_violation_target_left,,,Quadrat,绿,黄色,每个方块是黄色还是绿色？,有趣的问题,3;4,right,triangle,green,4,yellow,1,circle,green,2,yellow,2,pic107_psp_violation_target_left.svg,Trial
DIST,107,2,6,every,target_target_left,,,Quadrat,绿,黄色,每个方块是黄色还是绿色？,对的,3;4,right,triangle,green,4,yellow,1,square,green,0,yellow,4,pic107_target_target_left.svg,Trial
DIST,107,3,7,every,true_control_target_left,,,Quadrat,绿,黄色,每个方块是黄色还是绿色？,对的,3;4,right,triangle,green,4,yellow,1,square,green,2,yellow,2,pic107_true_control_target_left.svg,Trial
DIST,107,4,8,every,false_control_target_left,,,Quadrat,绿,黄色,每个方块是黄色还是绿色？,不对,3;4,right,triangle,black,4,yellow,1,square,black,2,yellow,2,pic107_false_control_target_left.svg,Trial
DIST,108,1,1,every,psp_violation_target_right,,,Herz,Black,黄色,每一颗心都是黑色还是黄色的？,有趣的问题,3;4,right,cross,black,5,yellow,2,circle,black,4,yellow,2,pic108_psp_violation_target_right.svg,Trial
DIST,108,2,2,every,target_target_right,,,Herz,Black,黄色,每一颗心都是黑色还是黄色的？,对的,3;4,right,cross,black,5,yellow,2,heart,black,0,yellow,6,pic108_target_target_right.svg,Trial
DIST,108,3,3,every,true_control_target_right,,,Herz,Black,黄色,每一颗心都是黑色还是黄色的？,对的,3;4,right,cross,black,5,yellow,2,heart,black,4,yellow,2,pic108_true_control_target_right.svg,Trial
DIST,108,4,4,every,false_control_target_right,,,Herz,Black,黄色,每一颗心都是黑色还是黄色的？,不对,3;4,right,cross,red,5,yellow,2,heart,red,4,yellow,2,pic108_false_control_target_right.svg,Trial
DIST,108,1,5,every,psp_violation_target_left,,,Herz,Black,黄色,每颗心是黄色还是黑色？,有趣的问题,1;2,right,cross,black,5,yellow,2,circle,black,4,yellow,2,pic108_psp_violation_target_left.svg,Trial
DIST,108,2,6,every,target_target_left,,,Herz,Black,黄色,每颗心是黄色还是黑色？,对的,1;2,right,cross,black,5,yellow,2,heart,black,0,yellow,6,pic108_target_target_left.svg,Trial
DIST,108,3,7,every,true_control_target_left,,,Herz,Black,黄色,每颗心是黄色还是黑色？,对的,1;2,right,cross,black,5,yellow,2,heart,black,4,yellow,2,pic108_true_control_target_left.svg,Trial
DIST,108,4,8,every,false_control_target_left,,,Herz,Black,黄色,每颗心是黄色还是黑色？,不对,1;2,right,cross,red,5,yellow,2,heart,red,4,yellow,2,pic108_false_control_target_left.svg,Trial
DIST,109,1,1,every,psp_violation_target_right,,,Kreuz,紫罗兰色,灰色,每个十字架是紫色还是灰色？,有趣的问题,1;2,right,square,purple,3,grey,3,circle,purple,4,grey,2,pic109_psp_violation_target_right.svg,Trial
DIST,109,2,2,every,target_target_right,,,Kreuz,紫罗兰色,灰色,每个十字架是紫色还是灰色？,对的,1;2,right,square,purple,3,grey,3,cross,purple,0,grey,6,pic109_target_target_right.svg,Trial
DIST,109,3,3,every,true_control_target_right,,,Kreuz,紫罗兰色,灰色,每个十字架是紫色还是灰色？,对的,1;2,right,square,purple,3,grey,3,cross,purple,4,grey,2,pic109_true_control_target_right.svg,Trial
DIST,109,4,4,every,false_control_target_right,,,Kreuz,紫罗兰色,灰色,每个十字架是紫色还是灰色？,不对,1;2,right,square,brown,3,grey,3,cross,brown,4,grey,2,pic109_false_control_target_right.svg,Trial
DIST,109,1,5,every,psp_violation_target_left,,,Kreuz,紫罗兰色,灰色,每个十字架是灰色还是紫色？,有趣的问题,3;4,right,square,purple,3,grey,3,circle,purple,4,grey,2,pic109_psp_violation_target_left.svg,Trial
DIST,109,2,6,every,target_target_left,,,Kreuz,紫罗兰色,灰色,每个十字架是灰色还是紫色？,对的,3;4,right,square,purple,3,grey,3,cross,purple,0,grey,6,pic109_target_target_left.svg,Trial
DIST,109,3,7,every,true_control_target_left,,,Kreuz,紫罗兰色,灰色,每个十字架是灰色还是紫色？,对的,3;4,right,square,purple,3,grey,3,cross,purple,4,grey,2,pic109_true_control_target_left.svg,Trial
DIST,109,4,8,every,false_control_target_left,,,Kreuz,紫罗兰色,灰色,每个十字架是灰色还是紫色？,不对,3;4,right,square,brown,3,grey,3,cross,brown,4,grey,2,pic109_false_control_target_left.svg,Trial
DIST,110,1,1,every,psp_violation_target_right,,,Kreis,紅色,黄色,每个圆圈是红色还是黄色？,有趣的问题,3;4,right,triangle,red,1,yellow,6,heart,red,3,yellow,1,pic110_psp_violation_target_right.svg,Trial
DIST,110,2,2,every,target_target_right,,,Kreis,紅色,黄色,每个圆圈是红色还是黄色？,对的,3;4,right,triangle,red,1,yellow,6,circle,red,0,yellow,4,pic110_target_target_right.svg,Trial
DIST,110,3,3,every,true_control_target_right,,,Kreis,紅色,黄色,每个圆圈是红色还是黄色？,对的,3;4,right,triangle,red,1,yellow,6,circle,red,3,yellow,1,pic110_true_control_target_right.svg,Trial
DIST,110,4,4,every,false_control_target_right,,,Kreis,紅色,黄色,每个圆圈是红色还是黄色？,不对,3;4,right,triangle,red,1,green,6,circle,red,3,green,1,pic110_false_control_target_right.svg,Trial
DIST,110,1,5,every,psp_violation_target_left,,,Kreis,紅色,黄色,每个圆圈是黄色还是红色？,有趣的问题,1;2,right,triangle,red,1,yellow,6,heart,red,3,yellow,1,pic110_psp_violation_target_left.svg,Trial
DIST,110,2,6,every,target_target_left,,,Kreis,紅色,黄色,每个圆圈是黄色还是红色？,对的,1;2,right,triangle,red,1,yellow,6,circle,red,0,yellow,4,pic110_target_target_left.svg,Trial
DIST,110,3,7,every,true_control_target_left,,,Kreis,紅色,黄色,每个圆圈是黄色还是红色？,对的,1;2,right,triangle,red,1,yellow,6,circle,red,3,yellow,1,pic110_true_control_target_left.svg,Trial
DIST,110,4,8,every,false_control_target_left,,,Kreis,紅色,黄色,每个圆圈是黄色还是红色？,不对,1;2,right,triangle,red,1,green,6,circle,red,3,green,1,pic110_false_control_target_left.svg,Trial
UB,301,1,1,einige,einige_some_but_not_all,,,Quadrate,紅色,,有些方块是红色的吗？,对的,all_lists,left,square,red,4,blue,5,circle,red,2,blue,2,pic301_einige_some_but_not_all.svg,Trial
UB,301,2,2,einige,einige_all,,,Quadrate,紅色,,有些方块是红色的吗？,对的,all_lists,left,square,red,9,blue,0,circle,red,2,blue,2,pic301_einige_all.svg,Trial
UB,302,1,1,einige,einige_some_but_not_all,,,Quadrate,蓝色,,有些方块是蓝色的吗？,对的,all_lists,left,square,blue,3,yellow,4,triangle,blue,3,yellow,3,pic302_einige_some_but_not_all.svg,Trial
UB,302,2,2,einige,einige_all,,,Quadrate,蓝色,,有些方块是蓝色的吗？,对的,all_lists,left,square,blue,7,yellow,0,triangle,blue,3,yellow,3,pic302_einige_all.svg,Trial
UB,303,1,1,einige,einige_some_but_not_all,,,Quadrate,黄色,,有些方块是黄色的吗？,对的,all_lists,left,square,yellow,3,black,5,cross,yellow,4,black,4,pic303_einige_some_but_not_all.svg,Trial
