id,experiment,item,condition,quantifier,scenario,sentence,n_quantifier,n_target_objects,response_order,ordered_responses,pictureRT,response,expected_response,image_error,time out,read_time,list
65b45de93a1f4,ES_Q,13,1,less,empty_restrictor,Sind weniger als drei Dreiecke schwarz?,3,5,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1457,40,komische frage,False,0,[2979],1
65b45de93a1f4,Homogeneity,236,4,NA,all_scenario,Sind die Dreiecke grau?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",936,39,"ja, stimmt",False,0,[1642],1
65b45de93a1f4,SI,320,1,einige,einige_some_but_not_all,Sind einige der Dreiecke türkis?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",720,39,"ja, stimmt",False,0,[1726],1
65b45de93a1f4,ES_Q,3,3,less,small_control,Sind weniger als vier Herzen grau?,4,6,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",818,40,"ja, stimmt",False,0,[1157],1
65b45de93a1f4,FC,109,7,every,true_control_target_right,Ist jedes Kreuz entweder lila oder grau?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1761,39,"ja, stimmt",False,0,[3749],1
65b45de93a1f4,Homogeneity,233,1,NA,psp_failure,Sind die Dreiecke gelb?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",957,40,komische frage,False,0,[1093],1
65b45de93a1f4,SI,304,1,einige,einige_some_but_not_all,Sind einige der Quadrate grün?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",712,39,"ja, stimmt",False,0,[1055],1
65b45de93a1f4,ES_Q,7,6,more,empty_scope,Sind mehr als vier Quadrate schwarz?,4,6,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",915,39,"nein, stimmt nicht",False,0,[1021],1
65b45de93a1f4,FC,107,8,every,false_control_target_right,Ist jedes Quadrat entweder grün oder gelb?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",3060,37,"nein, stimmt nicht",False,0,[1301],1
65b45de93a1f4,FC,101,1,every,psp_violation_target_left,Ist jedes Dreieck entweder blau oder rot?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1018,40,komische frage,False,0,[2083],1
65b45de93a1f4,Filler,1001,10,def_sing,psp_failure_definite_filler,Ist das Quadrat gelb?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",5485,40,komische frage,False,0,[1062],5
65b45de93a1f4,Homogeneity,215,2,NA,no_scenario,Sind die Kreise braun?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1613,37,"nein, stimmt nicht",False,0,[1599],1
65b45de93a1f4,Filler,1010,10,def_sing,psp_failure_definite_filler,Ist das Herz türkis?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1521,40,komische frage,False,0,[953],5
65b45de93a1f4,Up_to,408,1,up_to,up_to_zero,Sind bis zu fünf Quadrate schwarz?,f√ºnf,10,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1871,37,"nein, stimmt nicht",False,0,[2155],1
65b45de93a1f4,SI,310,2,einige,einige_all,Sind einige der Kreuze türkis?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1355,39,"ja, stimmt",False,0,[1390],1
65b45de93a1f4,ES_Q,6,4,less,large_control,Sind weniger als drei Herzen türkis?,3,5,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1766,37,"nein, stimmt nicht",False,0,[2262],1
65b45de93a1f4,Up_to,402,2,at_most,at_most_zero,Sind höchstens vier Kreise rot?,vier,6,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",2042,39,"ja, stimmt",False,0,[905],1
65b45de93a1f4,Homogeneity,226,3,NA,homogeneity,Sind die Herzen grau?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1772,37,"ja, stimmt",False,0,[1259],1
65b45de93a1f4,FC,109,6,every,target_target_right,Ist jedes Kreuz entweder lila oder grau?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1262,39,"ja, stimmt",False,0,[2364],1
65b45de93a1f4,Filler,1013,10,both,psp_failure_both,Sind beide Kreuze lila?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1686,40,komische frage,False,0,[1636],5
65b45de93a1f4,ES_Q,14,4,less,large_control,Sind weniger als vier Kreuze pink?,4,7,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1548,37,"nein, stimmt nicht",False,0,[2127],1
65b45de93a1f4,SI,306,2,einige,einige_all,Sind einige der Kreise orange?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",826,39,"ja, stimmt",False,0,[1258],1
65b45de93a1f4,Homogeneity,218,3,NA,homogeneity,Sind die Kreuze lila?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1634,37,"ja, stimmt",False,0,[1224],1
65b45de93a1f4,ES_Q,11,6,more,empty_scope,Sind mehr als drei Kreise gelb?,3,5,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1419,37,"nein, stimmt nicht",False,0,[1777],1
65b45de93a1f4,Homogeneity,211,2,NA,no_scenario,Sind die Kreise blau?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1223,37,"nein, stimmt nicht",False,0,[916],1
65b45de93a1f4,ES_Q,1,8,more,large_control,Sind mehr als drei Quadrate blau?,3,5,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1172,40,"ja, stimmt",False,0,[2122],1
65b45de93a1f4,ES_Q,1,1,less,empty_restrictor,Sind weniger als drei Quadrate blau?,3,5,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1582,37,komische frage,False,0,[1375],1
65b45de93a1f4,FC,104,6,every,target_target_right,Ist jedes Kreuz entweder pink oder schwarz?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1583,39,"ja, stimmt",False,0,[1387],1
65b45de93a1f4,FC,108,3,every,true_control_target_left,Ist jedes Herz entweder gelb oder schwarz?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1054,39,"ja, stimmt",False,0,[2146],1
65b45de93a1f4,FC,104,1,every,psp_violation_target_left,Ist jedes Kreuz entweder schwarz oder pink?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1320,40,komische frage,False,0,[1547],1
65b45de93a1f4,SI,305,1,einige,einige_some_but_not_all,Sind einige der Kreise braun?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",748,39,"ja, stimmt",False,0,[892],1
65b45de93a1f4,ES_Q,17,14,no,empty_scope,Ist kein Quadrat lila?,3,6,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1082,39,"ja, stimmt",False,0,[1122],1
65b45de93a1f4,Homogeneity,212,4,NA,all_scenario,Sind die Kreise rot?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",717,39,"ja, stimmt",False,0,[869],1
65b45de93a1f4,Up_to,405,1,up_to,up_to_zero,Sind bis zu drei Herzen lila?,drei,7,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",6707,39,"nein, stimmt nicht",False,0,[1181],1
65b45de93a1f4,Up_to,410,2,at_most,at_most_zero,Sind höchstens drei Herzen orange?,drei,10,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1084,39,"ja, stimmt",False,0,[972],1
65b45de93a1f4,SI,303,2,einige,einige_all,Sind einige der Quadrate gelb?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",777,39,"ja, stimmt",False,0,[1320],1
65b45de93a1f4,SI,301,1,einige,einige_some_but_not_all,Sind einige der Quadrate rot?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",637,39,"ja, stimmt",False,0,[1040],1
65b45de93a1f4,ES_Q,8,12,every,large_control,Ist jeder Kreis grau?,3,5,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1183,39,"ja, stimmt",False,0,[1368],1
65b45de93a1f4,ES_Q,6,10,every,empty_scope,Ist jedes Herz türkis?,3,5,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1159,37,"nein, stimmt nicht",False,0,[934],1
65b45de93a1f4,ES_Q,10,7,more,small_control,Sind mehr als drei Kreise türkis?,3,5,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1255,40,"nein, stimmt nicht",False,0,[1119],1
65b45de93a1f4,FC,110,8,every,false_control_target_right,Ist jeder Kreis entweder rot oder gelb?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",4835,37,"nein, stimmt nicht",False,0,[1525],1
65b45de93a1f4,ES_Q,15,9,every,empty_restrictor,Ist jedes Dreieck blau?,3,5,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",2598,40,komische frage,False,0,[1632],1
65b45de93a1f4,ES_Q,9,11,every,small_control,Ist jedes Dreieck rot?,4,7,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",2093,37,"nein, stimmt nicht",False,0,[898],1
65b45de93a1f4,SI,314,2,einige,einige_all,Sind einige der Herzen grün?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",952,39,"ja, stimmt",False,0,[872],1
65b45de93a1f4,ES_Q,12,5,more,empty_restrictor,Sind mehr als vier Kreuze grau?,4,6,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1152,40,komische frage,False,0,[930],1
65b45de93a1f4,ES_Q,4,15,no,small_control,Ist kein Kreuz braun?,4,7,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1264,37,"nein, stimmt nicht",False,0,[1657],1
65b45de93a1f4,FC,109,4,every,false_control_target_left,Ist jedes Kreuz entweder grau oder lila?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",2333,37,"nein, stimmt nicht",False,0,[1242],1
65b45de93a1f4,SI,318,2,einige,einige_all,Sind einige der Dreiecke grau?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",588,39,"ja, stimmt",False,0,[1184],1
65b45de93a1f4,ES_Q,19,6,more,empty_scope,Sind mehr als vier Kreuze gelb?,4,6,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1165,37,"nein, stimmt nicht",False,0,[1178],1
65b45de93a1f4,FC,110,3,every,true_control_target_left,Ist jeder Kreis entweder gelb oder rot?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1035,39,"ja, stimmt",False,0,[1367],1
65b45de93a1f4,ES_Q,16,15,no,small_control,Ist kein Herz grün?,4,7,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",951,37,"nein, stimmt nicht",False,0,[858],1
65b45de93a1f4,ES_Q,4,2,less,empty_scope,Sind weniger als vier Kreuze braun?,4,7,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1105,39,"ja, stimmt",False,0,[929],1
65b45de93a1f4,ES_Q,13,8,more,large_control,Sind mehr als drei Dreiecke schwarz?,3,5,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",741,39,"ja, stimmt",False,0,[1047],1
65b45de93a1f4,ES_Q,20,2,less,empty_scope,Sind weniger als drei Herzen pink?,3,5,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1831,39,"ja, stimmt",False,0,[1034],1
65b45de93a1f4,ES_Q,5,1,less,empty_restrictor,Sind weniger als drei Dreiecke lila?,3,6,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",880,40,komische frage,False,0,[1402],1
65b45de93a1f4,Homogeneity,202,3,NA,homogeneity,Sind die Quadrate rot?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",856,37,"ja, stimmt",False,0,[932],1
65b45de93a1f4,Homogeneity,214,3,NA,homogeneity,Sind die Kreise grün?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",2137,37,"ja, stimmt",False,0,[1848],1
65b45de93a1f4,Filler,1011,10,both,psp_failure_both,Sind beide Quadrate rot?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",3069,40,komische frage,False,0,[1712],5
65b45de93a1f4,Homogeneity,224,4,NA,all_scenario,Sind die Kreuze grün?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",762,39,"ja, stimmt",False,0,[624],1
65b45de93a1f4,Filler,1007,10,def_sing,psp_failure_definite_filler,Ist der Kreis lila?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",11646,40,komische frage,False,0,[906],5
65b45de93a1f4,Homogeneity,203,2,NA,no_scenario,Sind die Quadrate gelb?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1245,37,"nein, stimmt nicht",False,0,[1096],1
65b45de93a1f4,Up_to,406,2,at_most,at_most_zero,Sind höchstens drei Dreiecke braun?,drei,4,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1441,39,"ja, stimmt",False,0,[1268],1
65b45de93a1f4,Homogeneity,206,3,NA,homogeneity,Sind die Quadrate grau?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1349,37,"ja, stimmt",False,0,[1114],1
65b45de93a1f4,FC,102,8,every,false_control_target_right,Ist jedes Quadrat entweder orange oder grün?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",3003,37,"nein, stimmt nicht",False,0,[3045],1
65b45de93a1f4,Homogeneity,227,2,NA,no_scenario,Sind die Herzen schwarz?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1190,37,"nein, stimmt nicht",False,0,[989],1
65b45de93a1f4,ES_Q,19,3,less,small_control,Sind weniger als vier Kreuze gelb?,4,6,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1064,39,"ja, stimmt",False,0,[964],1
65b45de93a1f4,Homogeneity,228,4,NA,all_scenario,Sind die Herzen lila?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",832,39,"ja, stimmt",False,0,[933],1
65b45de93a1f4,ES_Q,4,12,every,large_control,Ist jedes Kreuz braun?,4,7,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",782,39,"ja, stimmt",False,0,[1195],1
65b45de93a1f4,ES_Q,2,4,less,large_control,Sind weniger als vier Kreise orange?,4,7,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1181,37,"nein, stimmt nicht",False,0,[1013],1
65b45de93a1f4,ES_Q,14,10,every,empty_scope,Ist jedes Kreuz pink?,4,7,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",919,37,"nein, stimmt nicht",False,0,[834],1
65b45de93a1f4,FC,103,4,every,false_control_target_left,Ist jedes Herz entweder gelb oder türkis?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1804,37,"nein, stimmt nicht",False,0,[1421],1
65b45de93a1f4,ES_Q,16,12,every,large_control,Ist jedes Herz grün?,4,7,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",655,39,"ja, stimmt",False,0,[823],1
65b45de93a1f4,FC,104,7,every,true_control_target_right,Ist jedes Kreuz entweder pink oder schwarz?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1170,39,"ja, stimmt",False,0,[1411],1
65b45de93a1f4,SI,319,2,einige,einige_all,Sind einige der Dreiecke lila?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1302,39,"ja, stimmt",False,0,[2263],1
65b45de93a1f4,FC,105,8,every,false_control_target_right,Ist jeder Kreis entweder schwarz oder grau?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",2271,37,"nein, stimmt nicht",False,0,[1656],1
65b45de93a1f4,Homogeneity,205,1,NA,psp_failure,Sind die Quadrate braun?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",940,37,komische frage,False,0,[910],1
65b45de93a1f4,FC,104,2,every,target_target_left,Ist jedes Kreuz entweder schwarz oder pink?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1232,39,"ja, stimmt",False,0,[1235],1
65b45de93a1f4,ES_Q,15,3,less,small_control,Sind weniger als drei Dreiecke blau?,3,5,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1055,39,"ja, stimmt",False,0,[1772],1
65b45de93a1f4,ES_Q,11,3,less,small_control,Sind weniger als drei Kreise gelb?,3,5,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1217,39,"ja, stimmt",False,0,[875],1
65b45de93a1f4,FC,102,3,every,true_control_target_left,Ist jedes Quadrat entweder grün oder orange?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1431,39,"ja, stimmt",False,0,[1538],1
65b45de93a1f4,ES_Q,14,7,more,small_control,Sind mehr als vier Kreuze pink?,4,7,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1038,37,"nein, stimmt nicht",False,0,[1076],1
65b45de93a1f4,Homogeneity,234,3,NA,homogeneity,Sind die Dreiecke grün?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",655,39,"ja, stimmt",False,0,[1052],1
65b45de93a1f4,FC,110,2,every,target_target_left,Ist jeder Kreis entweder gelb oder rot?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",989,39,"ja, stimmt",False,0,[5715],1
65b45de93a1f4,Filler,1008,10,def_sing,psp_failure_definite_filler,Ist das Dreieck grün?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",4697,40,komische frage,False,0,[763],5
65b45de93a1f4,Up_to,404,1,up_to,up_to_zero,Sind bis zu vier Kreuze grün?,vier,8,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",2379,39,"nein, stimmt nicht",False,0,[1344],1
65b45de93a1f4,SI,308,1,einige,einige_some_but_not_all,Sind einige der Kreise grau?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1031,39,"ja, stimmt",False,0,[992],1
65b45de93a1f4,Homogeneity,208,4,NA,all_scenario,Sind die Quadrate lila?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",858,39,"ja, stimmt",False,0,[917],1
65b45de93a1f4,ES_Q,1,11,every,small_control,Ist jedes Quadrat blau?,3,5,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",860,37,"nein, stimmt nicht",False,0,[991],1
65b45de93a1f4,FC,102,2,every,target_target_left,Ist jedes Quadrat entweder grün oder orange?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",864,39,"ja, stimmt",False,0,[1492],1
65b45de93a1f4,Filler,1004,10,def_sing,psp_failure_definite_filler,Ist das Kreuz braun?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1649,40,komische frage,False,0,[1115],5
65b45de93a1f4,Filler,1006,10,def_sing,psp_failure_definite_filler,Ist das Quadrat blau?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",3033,40,komische frage,False,0,[853],5
65b45de93a1f4,ES_Q,20,5,more,empty_restrictor,Sind mehr als drei Herzen pink?,3,5,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1727,40,komische frage,False,0,[1541],1
65b45de93a1f4,FC,106,1,every,psp_violation_target_left,Ist jedes Dreieck entweder blau oder gelb?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1399,40,komische frage,False,0,[1092],1
65b45de93a1f4,ES_Q,8,15,no,small_control,Ist kein Kreis grau?,3,5,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1324,37,"nein, stimmt nicht",False,0,[927],1
65b45de93a1f4,Homogeneity,235,2,NA,no_scenario,Sind die Dreiecke braun?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",861,37,"nein, stimmt nicht",False,0,[712],1
65b45de93a1f4,ES_Q,5,8,more,large_control,Sind mehr als drei Dreiecke lila?,3,6,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",2073,39,"ja, stimmt",False,0,[1184],1
65b45de93a1f4,ES_Q,3,16,no,large_control,Ist kein Herz grau?,4,6,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",955,37,"nein, stimmt nicht",False,0,[713],1
65b45de93a1f4,ES_Q,6,7,more,small_control,Sind mehr als drei Herzen türkis?,3,5,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1152,37,"nein, stimmt nicht",False,0,[1000],1
65b45de93a1f4,Filler,1012,10,both,psp_failure_both,Sind beide Herzen gelb?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",8523,40,komische frage,False,0,[710],5
65b45de93a1f4,ES_Q,3,6,more,empty_scope,Sind mehr als vier Herzen grau?,4,6,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",2220,37,"nein, stimmt nicht",False,0,[1310],1
65b45de93a1f4,Homogeneity,229,1,NA,psp_failure,Sind die Herzen türkis?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1286,40,komische frage,False,0,[1421],1
65b45de93a1f4,Homogeneity,204,4,NA,all_scenario,Sind die Quadrate grün?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",640,39,"ja, stimmt",False,0,[837],1
65b45de93a1f4,ES_Q,18,7,more,small_control,Sind mehr als vier Quadrate orange?,4,7,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",998,39,"nein, stimmt nicht",False,0,[927],1
65b45de93a1f4,ES_Q,7,3,less,small_control,Sind weniger als vier Quadrate schwarz?,4,6,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1626,37,"ja, stimmt",False,0,[852],1
65b45de93a1f4,FC,107,1,every,psp_violation_target_left,Ist jedes Quadrat entweder gelb oder grün?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",880,40,komische frage,False,0,[1184],1
65b45de93a1f4,ES_Q,19,16,no,large_control,Ist kein Kreuz gelb?,4,6,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1099,37,"nein, stimmt nicht",False,0,[592],1
65b45de93a1f4,Homogeneity,209,1,NA,psp_failure,Sind die Kreise türkis?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",885,40,komische frage,False,0,[809],1
65b45de93a1f4,ES_Q,16,2,less,empty_scope,Sind weniger als vier Herzen grün?,4,7,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",2027,39,"ja, stimmt",False,0,[1049],1
65b45de93a1f4,FC,105,3,every,true_control_target_left,Ist jeder Kreis entweder grau oder schwarz?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",866,39,"ja, stimmt",False,0,[1741],1
65b45de93a1f4,FC,107,7,every,true_control_target_right,Ist jedes Quadrat entweder grün oder gelb?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",3108,39,"ja, stimmt",False,0,[1518],1
65b45de93a1f4,ES_Q,14,13,no,empty_restrictor,Ist kein Kreuz pink?,4,7,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1066,40,komische frage,False,0,[661],1
65b45de93a1f4,Homogeneity,210,3,NA,homogeneity,Sind die Kreise pink?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1796,39,"ja, stimmt",False,0,[768],1
65b45de93a1f4,FC,102,7,every,true_control_target_right,Ist jedes Quadrat entweder orange oder grün?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",6508,37,"ja, stimmt",False,0,[1838],1
65b45de93a1f4,ES_Q,11,16,no,large_control,Ist kein Kreis gelb?,3,5,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",3236,37,"nein, stimmt nicht",False,0,[786],1
65b45de93a1f4,FC,108,5,every,psp_violation_target_right,Ist jedes Herz entweder schwarz oder gelb?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1028,40,komische frage,False,0,[1212],1
65b45de93a1f4,ES_Q,10,4,less,large_control,Sind weniger als drei Kreise türkis?,3,5,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",872,40,"nein, stimmt nicht",False,0,[1111],1
65b45de93a1f4,Homogeneity,219,2,NA,no_scenario,Sind die Kreuze türkis?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",960,37,"nein, stimmt nicht",False,0,[767],1
65b45de93a1f4,ES_Q,10,10,every,empty_scope,Ist jeder Kreis türkis?,3,5,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",884,40,"nein, stimmt nicht",False,0,[1256],1
65b45de93a1f4,Homogeneity,230,3,NA,homogeneity,Sind die Herzen pink?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1062,39,"ja, stimmt",False,0,[719],1
65b45de93a1f4,ES_Q,15,16,no,large_control,Ist kein Dreieck blau?,3,5,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1286,37,"nein, stimmt nicht",False,0,[740],1
65b45de93a1f4,ES_Q,17,11,every,small_control,Ist jedes Quadrat lila?,3,6,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",825,37,"nein, stimmt nicht",False,0,[835],1
65b45de93a1f4,Homogeneity,240,4,NA,all_scenario,Sind die Dreiecke pink?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",586,39,"ja, stimmt",False,0,[765],1
65b45de93a1f4,FC,108,8,every,false_control_target_right,Ist jedes Herz entweder schwarz oder gelb?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",1513,37,"nein, stimmt nicht",False,0,[1397],1
65b45de93a1f4,Homogeneity,223,2,NA,no_scenario,Sind die Kreuze gelb?,NA,NA,4,"[['nein, stimmt nicht'], ['komische Frage'], ['ja, stimmt']]",826,37,"nein, stimmt nicht",False,0,[728],1
