trial_number,experiment,item,condition,condition_id,quantifier,scenario,sentence,expected,response,correct,reaction_time_ms,image
408,Filler,402,2,2,,at_most_zero,最多有三个圆圈是红色的吗？,是的，没错,奇怪的问题,0,7254,pic302_einige_some_but_not_all.svg
409,DIST,101,4,8,every,false_control_target_left,每个三角形是蓝色还是红色？,不，不是真的,奇怪的问题,0,1354,pic101_false_control_target_left.svg
410,DIST,102,1,1,every,psp_violation_target_right,每个方块是橙色还是绿色？,奇怪的问题,奇怪的问题,1,1421,pic102_psp_violation_target_right.svg
411,DIST,103,1,5,every,psp_violation_target_left,每颗心是黄色还是绿松石色？,奇怪的问题,奇怪的问题,1,1215,pic103_psp_violation_target_left.svg
412,ESQ,9,1,5,more,empty_restrictor,超过四个三角形是红色的吗？,奇怪的问题,不，不是真的,0,4182,pic9_empty_restrictor.svg
413,ESQ,5,2,10,every,empty_scope,每个三角形都是紫色的吗？,不，不是真的,不，不是真的,1,3278,pic5_empty_scope.svg
414,ESQ,7,2,10,every,empty_scope,每个方块都是黑色的吗？,不，不是真的,是的，没错,0,1644,pic7_empty_scope.svg
415,ESQ,9,4,4,less,large_control,少于四个三角形是红色的吗？,不，不是真的,是的，没错,0,10093,pic9_large_control.svg
416,DIST,104,3,7,every,true_control_target_left,每个十字架都是黑色还是粉色？,是的，没错,奇怪的问题,0,12502,pic104_true_control_target_left.svg
417,ESQ,12,3,7,more,small_control,四个以上的十字是灰色的吗？,不，不是真的,不，不是真的,1,2246,pic12_small_control.svg
418,ESQ,4,1,13,no,empty_restrictor,不是有十字棕色吗？,奇怪的问题,是的，没错,0,10453,pic4_empty_restrictor.svg
419,ESQ,6,3,7,more,small_control,三颗以上的心是绿松石吗？,不，不是真的,不，不是真的,1,17328,pic6_small_control.svg
420,Filler,1008,10,10,,psp_failure_definite_filler,这个三角形是绿色的吗？,奇怪的问题,不，不是真的,0,3863,pic107_psp_violation_target_right.svg
421,DIST,108,1,1,every,psp_violation_target_right,每一颗心都是黑色的还是黄色的？,奇怪的问题,奇怪的问题,1,3380,pic108_psp_violation_target_right.svg
422,ESQ,10,3,7,more,small_control,超过三个圆圈是绿松石吗？,不，不是真的,不，不是真的,1,3075,pic10_small_control.svg
423,DIST,107,3,7,every,true_control_target_left,每个方块是黄色还是绿色？,是的，没错,奇怪的问题,0,2720,pic107_true_control_target_left.svg
424,ESQ,20,4,8,more,large_control,三颗以上的心是粉红色的吗？,是的，没错,不，不是真的,0,3168,pic20_large_control.svg
425,ESQ,1,2,14,no,empty_scope,正方形不是蓝色的吗？,是的，没错,是的，没错,1,10390,pic1_empty_scope.svg
